annee;patho_niv1;patho_niv2;patho_niv3;top;cla_age_5;sexe;region;dept;ntop;npop;prev;niveau_prioritaire;libelle_classe_age;libelle_sexe;tri
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;75;40;1740;13930;12.486;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;75;999;19350;179000;10.812;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;76;11;1240;12340;10.036;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;76;34;3590;32590;11.022;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;76;48;310;2450;12.551;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;76;65;870;7470;11.6;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;76;82;810;7080;11.393;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;84;42;2160;21170;10.188;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;84;999;19830;199230;9.952;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;93;5;440;4450;9.831;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;93;6;3210;30630;10.466;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;1;93;84;1580;15740;10.011;1,2,3;de 70 à 74 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;1;971;710;10850;6.525;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;1;999;710;10850;6.525;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;4;974;1480;14650;10.115;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;4;999;1480;14650;10.115;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;11;92;3090;34660;8.904;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;24;18;770;10830;7.127;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;27;21;1250;16250;7.668;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;27;25;1200;15080;7.927;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;27;58;670;8130;8.265;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;27;70;710;7810;9.148;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;27;999;7650;90380;8.459;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;28;76;3630;36920;9.843;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;44;10;690;9660;7.167;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;44;51;1440;16660;8.641;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;44;67;2630;29470;8.922;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;44;88;1180;12680;9.292;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;53;35;2250;28300;7.954;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;53;56;2340;27880;8.404;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;75;47;1050;11440;9.174;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;75;79;880;11680;7.52;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;75;86;990;12850;7.68;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;75;999;17640;201860;8.739;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;76;65;810;8290;9.771;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;84;15;470;5240;9.027;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;84;26;1220;16110;7.572;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;84;43;620;7550;8.199;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;84;63;1710;21000;8.12;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;84;73;820;12720;6.455;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;84;74;1420;20030;7.086;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;94;2A;420;4420;9.494;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;2;99;999;168290;1922470;8.754;1,2,3;de 70 à 74 ans;femmes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;1;999;1170;19780;5.895;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;3;973;250;4240;5.781;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;6;976;120;1630;7.546;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;6;999;120;1630;7.546;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;11;75;8990;100420;8.953;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;11;77;6330;59080;10.71;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;11;91;4760;52500;9.07;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;11;94;5360;54020;9.917;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;11;999;48100;493010;9.756;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;24;41;1980;21450;9.232;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;24;999;13590;153550;8.849;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;27;21;2590;30330;8.524;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;27;90;870;7590;11.47;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;27;999;16600;172490;9.624;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;28;999;19960;193700;10.302;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;32;59;14620;126090;11.598;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;32;62;9400;79040;11.894;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;44;51;3050;31170;9.768;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;44;55;1230;11530;10.672;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;44;57;6660;53640;12.418;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;44;999;32370;301080;10.752;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;52;72;2670;32500;8.203;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;52;85;4220;48640;8.679;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;53;22;4480;42400;10.555;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;53;29;5670;58310;9.726;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;75;23;960;8660;11.089;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;75;24;2710;30490;8.892;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;75;40;3370;29390;11.456;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;75;79;1930;22180;8.713;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;75;86;2110;24480;8.61;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;76;11;2350;25840;9.098;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;76;48;480;4900;9.714;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;84;7;1820;21530;8.468;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;93;6;6320;67230;9.407;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;93;84;3040;33380;9.11;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;93;999;30330;303510;9.994;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;94;2B;1000;9730;10.222;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;70-74;9;94;999;1840;18320;10.059;1,2,3;de 70 à 74 ans;tous sexes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;2;972;320;6100;5.215;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;3;973;70;1270;5.209;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;4;999;1240;8410;14.772;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;6;999;40;480;8.613;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;24;18;640;5910;10.756;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;27;25;1060;8370;12.658;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;27;70;570;4140;13.806;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;27;71;1350;10730;12.544;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;27;999;6200;48580;12.752;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;28;50;1180;8470;13.877;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;28;76;2620;17810;14.698;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;28;999;7120;50540;14.081;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;32;62;3040;17310;17.555;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;44;51;1060;7930;13.399;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;44;52;410;3110;13.333;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;44;57;2440;14620;16.707;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;44;67;2090;16470;12.714;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;52;44;2090;19020;11.005;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;52;85;1470;12700;11.592;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;53;22;1520;11060;13.759;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;53;35;1530;13570;11.278;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;53;56;1520;13080;11.595;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;75;19;610;4610;13.312;1,2,3;de 75 à 79 ans;hommes;10.0
2020;Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);Maladies respiratoires chroniques (hors mucoviscidose);RES_CAT_EXC;75-79;1;75;23;350;2340;14.951;1,2,3;de 75 à 79 ans;hommes;10.0
